readAtIso	n	gateN	movement	verdictAllowed	controlPositive	controlNegative	population	excludedOlder	excludedUndated	excludedInstructed	classifierDisagreements	instrumentSha
2026-09-05T08:45:35.064Z	5	100	first	false	255	0	5	1003	2	0	0	c64a7dcb0bed
